,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloVelDisp,SubhaloHalfmassRad,SubhaloMassInHalfRad,SubhaloVmax,SubhaloStellarPhotometrics,SubhaloBHMass,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhaloMassInHalfRadGas,SubhaloMassInHalfRadDM,SubhaloMassInHalfRadNone,SubhaloMassInHalfRadTracers,SubhaloMassInHalfRadStellar,SubhaloMassInHalfRadBH,SubhalosSFR,SubhaloGasFraction
216016,4371211,27664284667968.75,True,8742186,1.1570659,[ 99.6974    48.574024 263.08978 ],279.9313,246.72832,639441566467.2852,498.07852,"[-21.966604 -22.293106 -23.10725  -25.966183 -22.726883 -23.434105
 -23.774443 -24.017332]",1358711868.5245514,3516701354980.4688,23834340820312.5,0.0,0.0,311883735656.7383,1359497010.7078552,4667778015.136719,477474479675.29297,0.0,0.0,155941133499.1455,0.13581683,0.0037099269249845123,0.029932949122511644
217485,4371211,27849265136718.75,True,8271885,3.7293537,[ 152.9202   -101.928696 -311.0438  ],314.69305,251.20601,714351196289.0625,488.87213,"[-22.268835 -22.463799 -23.185911 -25.954723 -22.860037 -23.487614
 -23.803526 -24.0332  ]",718773305.4161072,2940884399414.0625,24617741699218.75,0.0,0.0,289918727874.75586,719035565.8531189,7041510343.551636,561632385253.9062,0.0,0.0,144959354400.63477,0.07179732,0.012863445192532071,0.04857575678828217
219032,4371211,28111716308593.75,True,8744740,1.1140499,[-118.4517   232.04787 -358.11578],273.16748,269.921,700926513671.875,473.82623,"[-22.10025  -22.498074 -23.353569 -26.267803 -22.94921  -23.691032
 -24.04476  -24.29788 ]",1852666437.625885,3256667480468.75,24455822753906.25,0.0,0.0,397374000549.3164,1852666437.625885,3058637678.6231995,497328376770.01953,0.0,0.0,198686828613.28125,0.18526664,0.002803529949012765,0.015394264934272268
220557,4371211,17669647216796.875,True,5238849,6.979608,[ -26.40815  131.45012 -287.13892],269.53528,228.85617,314311218261.71875,410.27637,"[-22.695429 -22.735363 -23.266676 -25.763668 -23.061659 -23.503588
 -23.744287 -23.926867]",441341549.1580963,1877518920898.4375,15622073974609.375,0.0,0.0,169612522125.24414,441341549.1580963,6883965134.6206665,222179679870.60547,0.0,0.0,84806222915.64941,0.044134155,0.041150311141388535,0.08117287738976002
222267,4371211,22400104980468.75,True,7077818,18.963142,[  89.6585  -385.8843   192.42729],268.53845,263.39706,406680831909.1797,430.31192,"[-23.035606 -22.982595 -23.54308  -26.18309  -23.314945 -23.799267
 -24.069613 -24.277517]",929317995.9058762,2778274536132.8125,19329267578125.0,0.0,0.0,291633796691.89453,929513722.6581573,8401215672.492981,251533317565.91797,0.0,0.0,145816783905.0293,0.09295137,0.06502381620417515,0.05761487427925105
223896,4371211,24983918457031.25,True,7529716,4.443207,[ -51.671673 -120.475266 -190.60825 ],320.49313,224.67355,640938491821.2891,491.0039,"[-22.414959 -22.601583 -23.31812  -26.070572 -22.996504 -23.616064
 -23.923763 -24.14735 ]",1117179915.3089523,2744031372070.3125,21969978027343.75,0.0,0.0,268791198730.46875,1117179915.3089523,11181744337.08191,494244384765.625,0.0,0.0,134395179748.53516,0.11171799,0.01653032840396242,0.08320048649069041
225155,4371211,21282324218750.0,True,6312968,0.44855917,[-286.35007  549.89056 -242.6231 ],263.97055,218.74406,766717605590.8203,471.67615,"[-22.244383 -22.685469 -23.565256 -26.529345 -23.146605 -23.909473
 -24.272    -24.534159]",2002784907.8178406,1743935089111.3281,19031535644531.25,0.0,0.0,504851722717.28516,2002784907.8178406,4561256170.272827,507728042602.53906,0.0,0.0,252425498962.40234,0.20027849,0.0008884968493058045,0.01806971240632154
227574,4371211,25821953125000.0,True,7976988,2.3947709,[91.06692    0.7464567 45.404263 ],299.93137,211.06194,852521743774.4141,524.152,"[-22.500309 -22.866919 -23.709436 -26.647371 -23.312103 -24.04444
 -24.396994 -24.654097]",1970217525.959015,2644533996582.0312,22630136718750.0,0.0,0.0,545311279296.875,1970217525.959015,8569006323.814392,569327201843.2617,0.0,0.0,272655277252.19727,0.19702175,0.004391566709861233,0.031427986320940855
228680,4371211,14076743164062.5,True,4158980,0.82791346,[ 149.94788     9.018849 -296.57776 ],214.30814,265.01617,392659263610.83984,402.02017,"[-21.917982 -22.297102 -23.125341 -26.052738 -22.737171 -23.454967
 -23.801346 -24.055716]",837550982.8329086,1220420227050.7812,12566590576171.875,0.0,0.0,288895320892.334,837550982.8329086,4304350018.501282,243070011138.91602,0.0,0.0,144447355270.38574,0.0837551,0.0028657904896432725,0.029798745781424146
230235,4371211,22443393554687.5,True,6960630,8.2556305,[280.21017 -38.10362 459.53857],272.649,230.4538,523384513854.98047,477.16837,"[-22.727917 -22.90267  -23.621357 -26.436255 -23.297495 -23.922464
 -24.239702 -24.476835]",812143385.4103088,2494614562988.2812,19558895263671.875,0.0,0.0,389071044921.875,812143385.4103088,5688052773.475647,322349128723.14453,0.0,0.0,194535179138.1836,0.08121434,0.021218825201504733,0.02923919878489057
231706,4371211,17915014648437.5,True,5259519,0.08137321,[-155.07718    51.538654  -90.645775],247.92633,300.03473,232456932067.8711,388.14447,"[-21.468956 -21.889452 -22.75082  -25.717377 -22.34286  -23.089878
 -23.446865 -23.706318]",707994177.9375076,1756852416992.1875,15941187744140.625,0.0,0.0,216267070770.26367,707994177.9375076,300890021.0261345,123314628601.07422,0.0,0.0,108133420944.21387,0.07079942,0.0003762625857985577,0.002782581170546375
233214,4371211,20345784912109.375,True,6338481,0.81653136,[-29.947353  78.28109   70.56747 ],235.9624,282.95306,290509700775.1465,399.9556,"[-21.87151  -22.206621 -22.996504 -25.861515 -22.63192  -23.313797
 -23.644567 -23.887028]",723130032.4201584,2462112274169.922,17654644775390.625,0.0,0.0,228304977416.9922,723876655.1017761,3426821827.888489,172208709716.79688,0.0,0.0,114151725769.04297,0.07224475,0.003576493904721199,0.030019886294332446
234514,4371211,22202568359375.0,True,6855636,0.09446304,[ 697.2619  -566.7741   197.11572],260.1882,238.72014,506306343078.6133,456.098,"[-22.153751 -22.56444  -23.424843 -26.348759 -23.018044 -23.762623
 -24.115915 -24.368343]",1624269336.4620209,2386185455322.2656,19423497314453.125,0.0,0.0,391262397766.1133,1624405682.0869446,2101798653.6026,306949329376.2207,0.0,0.0,195630817413.33008,0.16244057,0.00024143143694410165,0.0107436991849904
235692,4371211,21167578125000.0,True,6489546,12.075487,[-230.48212 -181.30426  289.08792],271.0024,214.85564,528274650573.73047,546.99567,"[-22.777744 -22.835707 -23.507452 -26.315235 -23.20918  -23.801031
 -24.115194 -24.3512  ]",1645316332.578659,2180030975341.7969,18589941406250.0,0.0,0.0,395960464477.53906,1645316332.578659,4894566833.972931,323754615783.6914,0.0,0.0,197980155944.82422,0.16453163,0.030496699090335075,0.024722512267022434
236756,4371211,19984572753906.25,True,5848397,0.18933712,[-250.09361     -2.3692985   -0.7347959],244.97055,262.48907,417767181396.4844,416.7325,"[-21.54411  -21.957138 -22.826097 -25.770172 -22.41328  -23.16826
 -23.52841  -23.78588 ]",909160450.1008987,1917958679199.2188,17809951171875.0,0.0,0.0,255753231048.58398,909160450.1008987,864892676.4726639,288116683959.96094,0.0,0.0,127876434326.17188,0.090916045,0.0007403117398901546,0.006763503228957725
237941,4371211,16179216308593.75,True,4844369,9.287155,[-207.86464  -241.24382   -21.764116],236.34486,257.67908,279339275360.1074,381.22055,"[-22.395517 -22.381266 -22.94653  -25.572565 -22.716913 -23.201813
 -23.46906  -23.673824]",737225264.3108368,1746121826171.875,14259890136718.75,0.0,0.0,172467327117.91992,737225264.3108368,3971882760.5247498,188397197723.38867,0.0,0.0,86232957839.96582,0.07372253,0.053848779978003275,0.04605991560553809
239245,4371211,21745654296875.0,True,6722337,0.71289515,[ 295.2115  -189.95436  -68.7358 ],268.2117,224.18903,735344924926.7578,475.0915,"[-22.15062  -22.528608 -23.381155 -26.30297  -22.978073 -23.718433
 -24.072832 -24.326658]",1227987408.6380005,2301007232666.0156,19044837646484.375,0.0,0.0,398582611083.9844,1227987408.6380005,4372159540.653229,530453605651.85547,0.0,0.0,199291152954.10156,0.12279874,0.0017885756556569662,0.021938553096033188
239993,4371211,17995925292968.75,True,5425394,0.34454328,[312.90628 154.22615 141.93748],238.67714,242.48805,366507949829.10156,399.56247,"[-21.396612 -21.769838 -22.617344 -25.506742 -22.217415 -22.953402
 -23.305653 -23.553688]",928279906.5113068,1974451599121.0938,15816896972656.25,0.0,0.0,203647823333.74023,929126963.019371,982846617.6986694,262772235870.36133,0.0,0.0,101823749542.23633,0.0929127,0.0016918583885508782,0.009652430028526756
241153,4371211,18183270263671.875,True,5462437,0.86816937,[-296.78262  -287.0619     43.498394],252.18225,200.21883,211008472442.62695,491.02963,"[-21.220886 -21.59507  -22.445816 -25.40576  -22.04212  -22.78595
 -23.14709  -23.408752]",884251371.0260391,1975549774169.9219,16004343261718.75,0.0,0.0,202491340637.20703,885679945.3496933,144734820.3510046,108733863830.5664,0.0,0.0,101245069503.78418,0.08848008,0.004287439475591393,0.0014295493208742864
242214,4371211,17973101806640.625,True,5485282,0.02353746,[157.42966  59.76208 200.89264],235.90952,228.30202,409746589660.64453,461.68793,"[-21.986116 -22.428284 -23.30732  -26.278355 -22.889275 -23.650711
 -24.012253 -24.274092]",1279354840.517044,1765487060546.875,15838621826171.875,0.0,0.0,367713737487.79297,1279354840.517044,444269254.80365753,224166584014.89258,0.0,0.0,183856372833.25195,0.12793548,6.401028385663726e-05,0.002416393013510532
243186,4371211,10953099365234.375,True,3229496,5.2858143,[267.08377 104.10697 370.26825],201.34013,238.4468,194659194946.28906,317.86414,"[-22.025614 -22.06541  -22.673937 -25.338297 -22.417488 -22.942469
 -23.2238   -23.433613]",611013285.8157158,1080676651000.9766,9731546630859.375,0.0,0.0,140264129638.67188,611205324.5306015,2264695316.553116,121651287078.85742,0.0,0.0,70131998062.13379,0.061120532,0.03768471881510169,0.03229189783737087
245134,4371211,15004989013671.875,True,4561185,0.14357933,[-297.34613    227.78271      0.7841249],210.69122,259.4343,257965507507.32422,368.05786,"[-21.294117 -21.729479 -22.608984 -25.574535 -22.189857 -22.954418
 -23.319283 -23.580324]",912448987.364769,1596923065185.5469,13189382324218.75,0.0,0.0,217769756317.13867,913895815.6108856,746748000.3833771,147420406341.55273,0.0,0.0,108884449005.12695,0.09138958,0.0006593171450838181,0.006858169437476013
246232,4371211,12236865234375.0,True,3546223,0.0,[ 163.42247 -327.05783  439.11252],205.50307,214.22223,296169891357.4219,362.39243,"[-21.298388 -21.747831 -22.635876 -25.616041 -22.211823 -22.983618
 -23.351587 -23.615324]",981924459.3381882,1013649291992.1875,10996766357421.875,0.0,0.0,225467224121.09375,981924459.3381882,342050604.52222824,182112922668.45703,0.0,0.0,112732992172.24121,0.098192446,0.0,0.003034165934313354
247348,4371211,18755028076171.875,True,5635060,0.14711191,[ 85.05041   26.88202  -56.549984],257.91412,205.80064,499676971435.5469,460.98416,"[-21.804632 -22.224203 -23.091824 -26.044865 -22.67966  -23.434193
 -23.795658 -24.055557]",1451291590.9290314,1800491180419.9219,16610476074218.75,0.0,0.0,342608566284.1797,1451291590.9290314,2944778203.9642334,323977050781.25,0.0,0.0,171303844451.9043,0.14512916,0.0004293877097028953,0.017190380130616488
248157,4371211,15333621826171.875,True,4572322,4.2005363,[-40.661736 142.6038   222.38664 ],249.505,201.54779,421697311401.3672,407.05814,"[-22.166805 -22.322157 -23.037285 -25.829994 -22.715338 -23.33768
 -23.653725 -23.88667 ]",1017226502.2993088,1530393218994.1406,13578684082031.25,0.0,0.0,223527069091.79688,1017226502.2993088,4869641065.597534,304047317504.8828,0.0,0.0,111763114929.19922,0.10172265,0.018792069650155264,0.04357109291989939
249164,4371211,5974290771484.375,True,1650430,0.16962992,[ 504.87167  453.2045  -244.21097],194.31055,123.1028,162110004425.04883,328.1908,"[-21.012436 -21.382221 -22.221022 -25.129454 -21.826138 -22.55422
 -22.90277  -23.15324 ]",465569831.430912,354696960449.21875,5485486450195.3125,0.0,0.0,133642072677.6123,465569831.430912,443026311.6955757,94380607604.98047,0.0,0.0,66820802688.59863,0.046556983,0.001269285286811818,0.006630065696160329
250390,4371211,15365428466796.875,True,4505909,0.0021334493,[113.23514  261.3696   -12.499228],223.61073,212.57938,431206321716.3086,398.9536,"[-21.651472 -22.059532 -22.91999  -25.820427 -22.513313 -23.257576
 -23.60956  -23.858904]",1003616675.73452,1400616455078.125,13712666015625.0,0.0,0.0,251142215728.75977,1003616675.73452,1166136339.3068314,303465919494.6289,0.0,0.0,125570640563.96484,0.10036167,8.494984805803165e-06,0.009286695791862344
251299,4371211,15681417236328.125,True,4868240,4.510472,[  54.219246   85.10546  -103.63464 ],225.5154,224.81743,459206809997.5586,387.80743,"[-22.416826 -22.616638 -23.340868 -26.14882  -23.01379  -23.64357
 -23.96243  -24.197975]",1161678880.4531097,1648216247558.5938,13720361328125.0,0.0,0.0,311677570343.0176,1161678880.4531097,5070666670.799255,297136116027.83203,0.0,0.0,155838336944.58008,0.11616789,0.014471595809307956,0.03253799270588025
252245,4371211,16039288330078.125,True,5008566,10.025254,[ 341.2395  -223.4108    90.22798],244.4574,191.65501,382042808532.71484,429.70398,"[-22.620123 -22.690338 -23.336893 -26.075455 -23.055727 -23.61886
 -23.916187 -24.1415  ]",983930900.6929398,1744428405761.7188,13986469726562.5,0.0,0.0,307405300140.38086,983930900.6929398,3902754783.630371,223453731536.86523,0.0,0.0,153702402114.86816,0.09839309,0.0326124964175783,0.02539163168519436
252995,4371211,10824343261718.75,True,3246307,5.351331,[-264.74493  161.61687  253.98546],200.40402,223.05739,76784896850.58594,350.2736,"[-21.552828 -21.492704 -22.06025  -24.681269 -21.82682  -22.319752
 -22.591661 -22.79705 ]",368769727.64730453,1208954772949.2188,9524317016601.562,0.0,0.0,90702304840.08789,368769727.64730453,28063778.299838305,31037206649.780273,0.0,0.0,45350856781.00586,0.036876973,0.05899884510556706,0.0006188147323292061
254112,4371211,14136484375000.0,True,4225789,8.30824,[469.1715   99.92887 219.42258],229.85223,186.71205,429397811889.64844,412.95068,"[-22.359015 -22.39811  -23.029657 -25.725477 -22.757874 -23.307625
 -23.600945 -23.817657]",1101842895.1501846,1396702117919.9219,12517873535156.25,0.0,0.0,220806827545.16602,1102349162.1017456,7334253191.947937,310559120178.22266,0.0,0.0,110403251647.94922,0.11011951,0.0376267347762567,0.06643149619664461
254925,4371211,16946710205078.125,True,4918608,8.680489,[-78.37826 226.19905 271.7439 ],249.24814,204.7866,502841987609.8633,432.6732,"[-22.572205 -22.672335 -23.363232 -26.14231  -23.054678 -23.659662
 -23.97326  -24.204025]",1174645796.41819,1396156921386.7188,15224813232421.875,0.0,0.0,324564743041.9922,1174645796.41819,12622450590.133667,326762771606.4453,0.0,0.0,162282104492.1875,0.11746458,0.026745013968762155,0.077780915090002
255614,4371211,13368580322265.625,True,4133586,3.585003,[  -5.993367 -131.16696    67.90907 ],222.0358,200.07956,282496948242.1875,538.63947,"[-21.984673 -22.257277 -23.036404 -25.917065 -22.676573 -23.353703
 -23.687803 -23.934925]",641504004.5976639,1429678039550.7812,11704484863281.25,0.0,0.0,233775997161.86523,641885176.3010025,4953989386.558533,160014266967.77344,0.0,0.0,116887989044.18945,0.0640704,0.015335205250724201,0.04238236474994603
256507,4371211,15280740966796.875,True,4555199,13.904174,[-196.38231  -111.46953   -61.863316],255.71631,178.31453,431910705566.40625,435.11612,"[-22.950512 -22.98758  -23.62573  -26.363922 -23.349983 -23.90502
 -24.200245 -24.424263]",849741473.7939835,1344268035888.6719,13601414794921.875,0.0,0.0,334207954406.7383,849741473.7939835,5179715156.555176,258778209686.2793,0.0,0.0,167103843688.96484,0.08489414,0.041603360026827796,0.030996983924536932
257302,4371211,15699425048828.125,True,4590054,0.03717915,[322.3567  318.55493  76.61404],238.84618,203.55457,373145942687.9883,409.57077,"[-21.453062 -21.905882 -22.793451 -25.768305 -22.369968 -23.14034
 -23.50614  -23.770678]",958791300.6544113,1401306915283.2031,14035864257812.5,0.0,0.0,261294422149.6582,959123075.0083923,431638620.7938194,241108379364.01367,0.0,0.0,130646800994.87305,0.09591231,0.00014228834041468965,0.003303859088067209
258263,4371211,13238746337890.625,True,3720767,0.012743825,[ 18.341164 -47.105473 195.35832 ],245.07344,197.59247,285078849792.48047,381.59012,"[-21.209455 -21.615423 -22.478275 -25.395308 -22.069536 -22.817945
 -23.174723 -23.426111]",626507624.9837875,1077978668212.8906,11987697753906.25,0.0,0.0,172443580627.4414,626507624.9837875,1542312353.849411,196688632965.0879,0.0,0.0,86221399307.25098,0.06265076,7.390141776541006e-05,0.017887814002569856
259114,4371211,14685093994140.625,True,4040675,0.16621977,[-22.051119 284.62897   94.75846 ],258.20346,213.94519,152541275024.41406,384.82425,"[-20.703716 -21.074942 -21.925598 -24.826336 -21.523165 -22.263117
 -22.6166   -22.866125]",641131252.0503998,1216471862792.9688,13354097900390.625,0.0,0.0,113882522583.00781,641442164.7787094,209198109.80558395,94749679565.42969,0.0,0.0,56940956115.72266,0.06414422,0.00145957226041599,0.003673947964281192
260014,4371211,15176622314453.125,True,4382876,0.45517635,[398.3431  213.51466 306.0628 ],257.12036,184.47551,301371574401.85547,420.85284,"[-21.711885 -22.068075 -22.912542 -25.854591 -22.513578 -23.248762
 -23.603868 -23.86146 ]",819807648.6587524,1268107986450.1953,13647877197265.625,0.0,0.0,259817352294.92188,819807648.6587524,1614923477.1728516,169028663635.2539,0.0,0.0,129908189773.55957,0.081980765,0.001751908983114852,0.01243126765131431
260862,4371211,8702548217773.4375,True,2384849,0.65648425,[ 170.62112 -240.3891   -34.37262],181.94916,225.51613,150846481323.2422,305.2301,"[-20.878149 -21.218027 -22.049873 -24.933533 -21.658867 -22.38165
 -22.728697 -22.976013]",358940735.4593277,632025451660.1562,7956146850585.9375,0.0,0.0,114016656875.61035,358940735.4593277,504288226.3660431,92975111007.69043,0.0,0.0,57008142471.31348,0.035894074,0.005757792451064207,0.008845898226201654
261959,4371211,15223026123046.875,True,4444342,0.6765091,[ -29.644236   63.299244 -101.01745 ],229.43562,206.52348,361189231872.5586,398.3736,"[-21.861597 -22.208364 -23.027336 -25.886576 -22.645061 -23.353472
 -23.6919   -23.93292 ]",836711525.9170532,1329460296630.8594,13639489746093.75,0.0,0.0,253239231109.61914,836711525.9170532,1634709388.0176544,232099056243.89648,0.0,0.0,126618766784.66797,0.08367115,0.0026714229045519144,0.012910482620618908
263557,4371211,7001237792968.75,True,1900675,0.10219201,[-101.74371   -25.703693  185.77878 ],176.24713,163.32423,43012189865.112305,336.00476,"[-19.998259 -20.34403  -21.182331 -24.059404 -20.786806 -21.516872
 -21.866505 -22.11145 ]",324442461.13300323,546223869323.73047,6397344970703.125,0.0,0.0,57344460487.36572,324638374.14979935,6112818.9554437995,14009463787.078857,0.0,0.0,28671977519.989014,0.032463837,0.0017820728652199961,0.00021319837291244298
264412,4371211,10297349853515.625,True,2942882,1.7032952,[ -45.83459 -265.1147  -243.03659],199.52495,236.12549,251225280761.71875,311.31528,"[-21.697163 -21.98246  -22.767698 -25.613903 -22.40525  -23.084396
 -23.4134   -23.65298 ]",436849519.61040497,841384277343.75,9286069946289.062,0.0,0.0,169458007812.5,436849519.61040497,5403715372.085571,160656337738.0371,0.0,0.0,84728364944.45801,0.043684952,0.010051429571567497,0.06377693439060071
265267,4371211,14129013671875.0,True,4206078,3.5302608,[ 229.79286      1.4168831 -143.61603  ],240.53218,163.74251,370356063842.77344,432.08743,"[-22.199219 -22.470945 -23.256441 -26.134663 -22.892202 -23.57723
 -23.916212 -24.163853]",1037855967.8792953,1203648681640.625,12595093994140.625,0.0,0.0,329232902526.85547,1037863567.4715042,3043414652.3475647,201658420562.74414,0.0,0.0,164616374969.48242,0.10378636,0.010722685291234964,0.018487921708346275
265926,4371211,14185002441406.25,True,4149672,0.0009383438,[433.4104   313.38016  -12.748742],229.44362,197.70555,262825107574.4629,393.69614,"[-21.18511  -21.616156 -22.494    -25.433458 -22.076159 -22.838177
 -23.199549 -23.457169]",772799625.992775,1317959899902.3438,12670000000000.0,0.0,0.0,196267871856.68945,774208828.8068771,318334400.6538391,163598785400.39062,0.0,0.0,98133773803.71094,0.07742088,4.780934376211421e-06,0.003243882185664007
266559,4371211,11909068603515.625,True,3485104,3.114009,[ -35.163265 -139.52477    79.92981 ],228.41234,190.43909,192761268615.72266,366.77872,"[-21.628582 -21.773684 -22.489796 -25.311255 -22.166243 -22.79284
 -23.114403 -23.352161]",655685141.6826248,1146854629516.6016,10611898193359.375,0.0,0.0,149659051895.1416,656186714.7684097,1696834266.1857605,115579338073.73047,0.0,0.0,74828906059.26514,0.06561867,0.020807354209922725,0.022676186991720193
267323,4371211,14955932617187.5,True,4348729,2.4558694,[  10.6915455 -203.39757    231.71944  ],220.21326,236.80238,513779067993.16406,387.53247,"[-22.230322 -22.557997 -23.384518 -26.306437 -22.996569 -23.715132
 -24.063469 -24.317888]",1034459099.1735458,1107938766479.4922,13482888183593.75,0.0,0.0,364071464538.5742,1034459099.1735458,7121465802.192688,323587760925.29297,0.0,0.0,182035369873.04688,0.10344591,0.006745569690216227,0.03912133014127564
268295,4371211,14790997314453.125,True,4396657,1.5557508,[ 36.4892   42.25361 213.97   ],251.0412,176.94463,406602554321.28906,434.83206,"[-21.801613 -22.159128 -23.005062 -25.966394 -22.604496 -23.343367
 -23.702639 -23.964064]",1345725953.578949,1309003753662.1094,13174401855468.75,0.0,0.0,306246528625.4883,1345726102.590561,3638908267.021179,248494815826.41602,0.0,0.0,153123102188.11035,0.13457261,0.005080060348260584,0.023764593422035123
268908,4371211,14798251953125.0,True,4363860,3.7373652,[-153.0931   221.99953 -291.5544 ],252.33649,165.7388,443050689697.2656,449.1775,"[-22.369045 -22.556988 -23.259249 -26.02916  -22.946146 -23.554792
 -23.86383  -24.092707]",1358875036.239624,1286290130615.2344,13216419677734.375,0.0,0.0,294182929992.6758,1359305828.8097382,11943972110.748291,282656478881.83594,0.0,0.0,147090940475.46387,0.13593058,0.0127042219815818,0.08120127638140064
269440,4371211,14537824707031.25,True,4285674,0.06749183,[-238.41846   155.4778     59.906864],236.53893,187.9248,358698654174.8047,416.8843,"[-21.395864 -21.833841 -22.712912 -25.665257 -22.294544 -23.057178
 -23.4191   -23.680012]",1011551395.0586319,1328331909179.6875,12967227783203.125,0.0,0.0,241254291534.42383,1011551395.0586319,603086575.8657455,236457099914.55078,0.0,0.0,120626926422.11914,0.10115514,0.0002797539018519966,0.004999601612622691
270079,4371211,13486628417968.75,True,3792341,0.0034404171,[223.43814  116.692276  44.041885],212.68648,233.769,264819183349.60938,356.16144,"[-21.173914 -21.599876 -22.474573 -25.416079 -22.058681 -22.818094
 -23.179733 -23.436142]",873884782.1950912,1075573196411.1328,12223350830078.125,0.0,0.0,186830387115.47852,873884782.1950912,662725120.7828522,169867916107.17773,0.0,0.0,93414659500.12207,0.08738848,1.841465496927644e-05,0.007094444537176589
270963,4371211,7796151123046.875,True,2261259,0.897632,[ -87.07679 -120.40684 -109.6273 ],194.43532,165.44823,187859573364.2578,324.89624,"[-21.637371 -21.922894 -22.692852 -25.549047 -22.339706 -23.005445
 -23.33136  -23.572838]",412418618.7982559,613144302368.1641,7015571289062.5,0.0,0.0,167023277282.71484,412418618.7982559,1026479452.8484344,102909650802.6123,0.0,0.0,83511028289.79492,0.041241862,0.005374292837704969,0.012291543690330425
271729,4371211,13158487548828.125,True,3918149,0.345641,[ -96.89555 -100.51062 -121.5981 ],226.67068,186.2487,367775230407.71484,415.11194,"[-21.639032 -22.091042 -22.980907 -25.9841   -22.555605 -23.329067
 -23.698154 -23.966532]",784716159.1053009,1107445831298.8281,11747205810546.875,0.0,0.0,303051319122.31445,784721374.5117188,1971705853.9390564,213493919372.5586,0.0,0.0,151524896621.7041,0.07847214,0.0011405361578984501,0.0130124217069199
272322,4371211,12519921875000.0,True,3794312,1.1967772,[-10.818775  58.356495 -59.499912],216.64987,211.2162,123582410812.37793,359.46353,"[-21.040115 -21.253054 -22.017872 -24.87452  -21.664392 -22.3354
 -22.672398 -22.91662 ]",707801803.946495,1425995635986.3281,10977646484375.0,0.0,0.0,115572586059.57031,707801803.946495,21424011.792987585,65067410469.055176,0.0,0.0,57785778045.6543,0.07078018,0.010355199838860124,0.0003707488679318518
