,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhalosSFR
459394,4371211,112.914986,True,314003,1.495694,[-52.237736 151.24489   33.671673],6.563389,103.35759,0.0,0.0,2.9830348,0.010975254,0.050140011310577395
459665,4371211,82.1292,True,266013,1.844386,[-193.81224    55.184147 -113.85276 ],10.386675,70.17169,0.0,0.0,1.5622529,0.008583526,0.11805937290191651
459850,4371211,114.52187,True,374745,6.113864,[  95.02322   -34.618137 -219.89651 ],10.818476,99.13402,0.0,0.0,4.557611,0.011766078,0.134146249294281
459959,4371211,135.33507,True,387169,2.2363307,[  44.211258   47.83071  -120.260895],7.0529985,123.31766,0.0,0.0,4.9535155,0.010889619,0.04514633417129517
460008,4371211,104.74797,True,301394,2.1773934,[  10.71681    15.709151 -107.70039 ],6.6883965,94.94736,0.0,0.0,3.1009336,0.0112788165,0.07021735310554504
460692,4371211,120.7826,True,372876,5.115525,[ 197.18965   41.30558 -158.63283],10.149077,106.15493,0.0,0.0,4.4628453,0.015750935,0.1146247386932373
460746,4371211,132.17758,True,379888,2.251246,[-120.63114  163.69104  -84.67299],5.2594175,121.074936,0.0,0.0,5.8263836,0.016843213,0.03863882124423981
461202,4371211,115.83527,True,341351,1.409284,[-194.31323 -279.5892  -179.99864],8.806053,103.62352,0.0,0.0,3.3982692,0.0074346657,0.041470640897750856
461283,4371211,103.71306,True,324862,1.4332385,[ 264.58005     -2.9552062 -173.05157  ],9.327996,90.86181,0.0,0.0,3.5141213,0.009126303,0.04078511893749237
461521,4371211,112.38478,True,358716,4.7562213,[ 258.67596  202.34486 -167.7627 ],14.008101,96.565704,0.0,0.0,1.8037385,0.007237525,0.2636868476867676
461609,4371211,124.45053,True,376587,3.9324267,[ 30.820944 -18.89869  135.69286 ],9.62807,110.74504,0.0,0.0,4.06955,0.007872306,0.09663050174713135
461667,4371211,117.991066,True,375225,10.350819,[-148.90648  -107.87893    55.293926],11.946395,102.60934,0.0,0.0,3.4249191,0.010418813,0.30222082138061523
461806,4371211,115.55836,True,375692,6.935433,[333.7339    23.66646  -62.042038],11.702849,99.73717,0.0,0.0,4.108856,0.009483288,0.16879229545593263
461864,4371211,118.98535,True,373518,2.3436673,[-113.62936  135.75821  246.24844],11.840595,103.84951,0.0,0.0,3.2867005,0.008541774,0.07130759954452515
462141,4371211,118.93218,True,343510,1.2362276,[ 302.25793    26.019121 -131.82637 ],8.736399,107.00379,0.0,0.0,3.1787865,0.013209045,0.038889923691749574
462323,4371211,92.11066,True,298176,2.397378,[ 191.46848   -17.344501 -148.20749 ],10.94278,79.093056,0.0,0.0,2.067561,0.007259446,0.1159519910812378
462481,4371211,84.895645,True,259051,4.314975,[  22.836634 -171.74751   320.38663 ],7.353808,74.927124,0.0,0.0,2.6097858,0.004925957,0.16533827781677246
462775,4371211,113.839516,True,358144,6.5728927,[  93.67996   -148.31482      0.7017734],11.561118,98.98285,0.0,0.0,3.2866962,0.008849392,0.1999848008155823
462832,4371211,98.55325,True,312278,3.7812383,[-106.38364 -235.99843 -412.74017],12.1054735,84.8743,0.0,0.0,1.5688308,0.0046544033,0.2410226821899414
462986,4371211,48.624302,True,155733,4.3157654,[ 61.97753  -82.594185  -9.169855],5.7447,41.587025,0.0,0.0,1.2903584,0.0022200493,0.3344625234603882
463062,4371211,107.19572,True,340583,2.5944476,[ 246.59076  158.02861 -524.3973 ],12.766675,92.39775,0.0,0.0,2.0233471,0.007944565,0.12822552919387817
463233,4371211,124.02741,True,359443,3.076047,[  8.634663 -65.08334  -90.45427 ],7.6682696,112.054985,0.0,0.0,4.2921185,0.012045529,0.07166733145713806
463521,4371211,112.24852,True,317828,1.9513618,[ 37.94838   10.151305 -65.086716],7.8493924,101.6897,0.0,0.0,2.6995494,0.009878614,0.07228472232818604
463649,4371211,106.2683,True,339850,3.1296926,[ 139.94713     8.513077 -278.43314 ],12.492428,91.264755,0.0,0.0,2.5034416,0.0076793465,0.12501560449600221
463894,4371211,112.46719,True,351649,4.6395564,[-283.81454 -154.34454  151.71289],11.12636,98.516716,0.0,0.0,2.8129263,0.011190134,0.1649370074272156
464490,4371211,83.5864,True,243991,3.1240177,[-138.73827  -98.8807   140.07341],7.456279,74.59799,0.0,0.0,1.5256364,0.006493973,0.20476815700531006
464576,4371211,94.99367,True,293852,4.039122,[-120.09215    51.712147  191.55083 ],10.028823,82.964745,0.0,0.0,1.9941721,0.0059335288,0.2025463104248047
464742,4371211,113.49063,True,344536,6.3616443,[ 77.8746    51.747356 390.44977 ],8.75931,100.56682,0.0,0.0,4.152217,0.012290052,0.15321078300476076
464936,4371211,104.99465,True,341174,2.7078462,[ -11.885991     6.1115665 -170.17273  ],12.320799,89.959366,0.0,0.0,2.704605,0.009883751,0.10011982917785645
465016,4371211,108.53169,True,328296,1.6450113,[-61.287113 -70.48003  168.93907 ],11.255346,95.55102,0.0,0.0,1.7154622,0.009866198,0.09589318037033082
465284,4371211,106.45437,True,313274,0.9647356,[399.90906  -42.600285 -41.84058 ],8.573262,95.3685,0.0,0.0,2.5023885,0.010212632,0.03855259120464325
465361,4371211,110.73109,True,353578,2.132091,[166.10448 199.91571 213.81349],11.956019,95.68853,0.0,0.0,3.075081,0.011453287,0.06933446526527405
465548,4371211,121.84045,True,358957,2.5944195,[200.8492  134.70746 191.55495],8.225558,109.38858,0.0,0.0,4.211536,0.014769095,0.06160269379615784
465693,4371211,81.49766,True,250872,0.76612186,[300.28647  185.25632   45.964542],9.044315,71.22126,0.0,0.0,1.226463,0.0056170807,0.062465959787368776
465764,4371211,107.37707,True,324443,2.5106788,[ -33.691875 -271.7818     80.92232 ],10.772239,94.83664,0.0,0.0,1.7604613,0.0077297264,0.14261481761932374
465842,4371211,40.32256,True,131956,1.1388525,[-179.95157    29.444624 -133.92558 ],6.0139823,33.872467,0.0,0.0,0.43423033,0.0018786335,0.2622692108154297
466265,4371211,76.37102,True,237153,2.8651206,[ -30.35071  605.36487 -473.31607],7.9516377,66.31719,0.0,0.0,2.0936387,0.008553105,0.13684885501861574
466387,4371211,115.485344,True,355342,4.945522,[-244.22766   119.336296 -183.40332 ],7.36197,102.600235,0.0,0.0,5.510522,0.012618465,0.08974688649177552
466436,4371211,105.833,True,345660,6.5553145,[ -73.612434 -292.98926   395.21152 ],11.367908,90.88355,0.0,0.0,3.575075,0.006467305,0.18336160182952882
466599,4371211,84.833725,True,256406,5.6215,[ 164.59712 -374.2806  -470.25955],7.14283,75.15968,0.0,0.0,2.523084,0.0081221955,0.222802734375
466694,4371211,106.51664,True,297015,1.9079496,[313.57684   75.728226  92.89062 ],5.9675436,97.49242,0.0,0.0,3.044043,0.012634586,0.06267814040184021
467127,4371211,97.13621,True,318821,1.3820537,[ -7.745811 161.41199  265.77722 ],11.963714,82.54916,0.0,0.0,2.6152053,0.008128268,0.052846854925155645
467212,4371211,100.46086,True,316043,8.352902,[ 220.3432   -203.47212   -13.024393],9.219516,87.88702,0.0,0.0,3.3426082,0.011720746,0.2498917579650879
467575,4371211,106.535126,True,323668,2.9824917,[  93.414665  -55.85822  -154.9155  ],8.836748,94.159676,0.0,0.0,3.5287957,0.009910625,0.08451868295669557
467628,4371211,98.830345,True,317784,7.7160335,[ -79.26181  226.7951  -353.69473],11.207312,85.10433,0.0,0.0,2.5092323,0.00946817,0.30750575065612795
467740,4371211,114.15414,True,325408,1.5265596,[124.27078  330.58743  -40.899395],8.385266,103.053734,0.0,0.0,2.7035844,0.011545809,0.05646428465843201
467798,4371211,101.7739,True,305112,4.57825,[-248.5048   317.41187 -420.66055],7.3589134,90.74755,0.0,0.0,3.6563044,0.011129673,0.12521523237228394
467871,4371211,104.928734,True,329114,3.268637,[ -34.370983  -78.13623  -188.9884  ],9.230774,91.84313,0.0,0.0,3.8477602,0.0070669996,0.08494908213615418
468006,4371211,124.78148,True,344753,3.5972383,[-233.3913   326.3301   -93.88045],5.9430156,114.91097,0.0,0.0,3.9122126,0.015280867,0.09194894433021546
468168,4371211,105.87562,True,314591,3.512796,[ 92.39682 183.68861  60.88144],8.907035,94.122765,0.0,0.0,2.834544,0.01127291,0.12392808198928834
468251,4371211,112.30746,True,342954,3.8658156,[ 56.174557  68.14159  164.60823 ],8.775824,99.35698,0.0,0.0,4.1642284,0.010427438,0.09283390045166016
468382,4371211,105.62358,True,333075,4.327447,[-136.27316   -75.871796  135.23346 ],13.0155525,90.931076,0.0,0.0,1.669599,0.007353799,0.25919079780578613
468450,4371211,84.67609,True,253305,1.3312517,[-299.15106 -203.32687  237.51062],6.2721915,75.68649,0.0,0.0,2.710105,0.007292287,0.04912177920341492
468508,4371211,105.63723,True,335466,1.5255209,[-567.8699   -100.110855 -202.47551 ],11.4546385,91.43008,0.0,0.0,2.7451878,0.0073250174,0.0555707335472107
468590,4371211,108.48093,True,360611,2.960554,[-282.32315  167.36601 -413.0499 ],11.767313,92.49937,0.0,0.0,4.207099,0.007148403,0.07037043571472168
468623,4371211,80.0168,True,244877,1.977657,[-32.510166  222.971      -1.4328617],8.249339,70.175735,0.0,0.0,1.5835904,0.008136863,0.12488437891006471
468759,4371211,107.51872,True,343202,6.7490864,[-146.6158  -108.59563 -282.70493],12.112671,92.67278,0.0,0.0,2.724753,0.008520343,0.24769535064697268
468817,4371211,119.85699,True,344857,5.5569787,[-336.90686    91.792244  127.2585  ],7.814455,108.35266,0.0,0.0,3.6738663,0.016003335,0.15125696659088136
468921,4371211,110.22748,True,350678,2.6280324,[-222.56683    31.76392    -7.200266],7.6181808,96.80332,0.0,0.0,5.795313,0.010662012,0.04534755051136017
468967,4371211,92.54798,True,298056,2.964121,[-232.94054 -205.83115  131.91609],10.793963,79.31601,0.0,0.0,2.430987,0.0070209275,0.12193077802658081
469102,4371211,107.57128,True,334530,1.664996,[-375.72952  329.8014  -167.63574],9.940906,94.08536,0.0,0.0,3.5330012,0.012019616,0.047126957774162294
469204,4371211,96.938866,True,308025,5.430448,[ -26.049276 -459.46625    33.95938 ],10.1859,84.105316,0.0,0.0,2.6390896,0.008560162,0.20576975345611573
469265,4371211,117.88321,True,348944,2.1211152,[295.63345   41.21249  -16.497572],6.6223598,106.29244,0.0,0.0,4.9577,0.010705767,0.042784261703491214
469315,4371211,107.35457,True,348714,6.0061245,[-121.9981      -7.4802804  197.32361  ],11.980677,92.02716,0.0,0.0,3.3364131,0.010320062,0.1800174117088318
469464,4371211,111.20203,True,334172,3.3368964,[ 373.55222 -149.25247  155.43422],7.200455,99.42472,0.0,0.0,4.56466,0.012184923,0.07310284376144409
469879,4371211,121.64824,True,340459,1.8347094,[ 149.737    -214.94075   -19.980558],5.466457,111.75315,0.0,0.0,4.415467,0.013159881,0.04155187904834748
470060,4371211,98.86806,True,322806,3.1690729,[218.26762  -87.90079   45.423042],12.351142,84.14273,0.0,0.0,2.3671567,0.0070326626,0.1338767647743225
470322,4371211,99.254105,True,321175,5.010616,[-110.25902   -37.35284     4.054472],10.882477,85.19433,0.0,0.0,3.1711237,0.0061815744,0.1580075740814209
470380,4371211,108.788994,True,351441,1.9924933,[  -2.089893  -57.15517  -271.46472 ],12.171524,93.535286,0.0,0.0,3.0738804,0.008296031,0.06482012867927552
470728,4371211,89.596176,True,291297,3.178282,[ -27.45871  -130.26736    14.422521],11.614575,76.26993,0.0,0.0,1.7064162,0.0052571744,0.18625478744506838
470950,4371211,103.69384,True,339792,3.0897388,[ 79.60117  -49.76247  -30.766132],12.336401,88.39158,0.0,0.0,2.9569046,0.008958471,0.10449234247207642
471006,4371211,98.28642,True,321409,5.042144,[-13.818597 -34.124203  35.87107 ],10.349081,84.79088,0.0,0.0,3.1381981,0.008264034,0.16067003011703493
471161,4371211,83.7961,True,255637,3.5731354,[ 12.339438  72.21536  157.09752 ],8.573566,73.50292,0.0,0.0,1.7148253,0.0047896234,0.20836732387542725
471468,4371211,111.57913,True,334844,1.2068344,[155.86816  187.81076   35.204002],8.733571,99.53797,0.0,0.0,3.2975483,0.010036231,0.036597931385040285
471517,4371211,88.74608,True,286666,4.4480405,[-122.04811   142.38083   -60.475067],11.451584,75.826035,0.0,0.0,1.4629301,0.0055350177,0.3040501117706299
471665,4371211,99.1283,True,327430,9.543292,[  75.317505 -109.07517   -85.01108 ],10.536697,85.1736,0.0,0.0,3.4107883,0.007219821,0.27979724407196044
471740,4371211,96.47837,True,307992,7.5500383,[ 254.14146   50.14788 -515.0389 ],11.084064,83.130066,0.0,0.0,2.2574446,0.00679873,0.33445065021514897
471951,4371211,67.92412,True,221253,1.4695984,[  64.71286  -166.10176    29.687037],8.0419855,58.231037,0.0,0.0,1.6422073,0.008892776,0.08948921561241151
472020,4371211,71.795395,True,226799,3.5126367,[108.295906  48.226162  42.21602 ],8.938599,61.76854,0.0,0.0,1.0845764,0.0036774662,0.32387177944183354
472295,4371211,57.04483,True,182260,0.88317615,[-137.0056    -92.704315  -21.82286 ],7.5298376,48.588722,0.0,0.0,0.92207116,0.004199171,0.09578177928924561
472457,4371211,104.32245,True,339336,5.6310744,[-59.12305  100.20519  -17.045336],10.984729,89.7541,0.0,0.0,3.572937,0.010686899,0.15760351419448854
472499,4371211,115.23755,True,335751,2.4813967,[ 98.66661 -66.89644 -64.02114],6.9425507,104.07146,0.0,0.0,4.21255,0.010992526,0.05890485644340515
472685,4371211,30.082428,True,96061,2.6097848,[ 337.25183   78.12102 -212.79759],3.0924938,25.994102,0.0,0.0,0.9922844,0.0035482,0.2630077362060547
472824,4371211,86.6757,True,277256,6.8240256,[ 22.998243  45.900764 -24.339119],8.963048,75.03784,0.0,0.0,2.6656048,0.009198417,0.25600290298461914
472884,4371211,99.82127,True,317513,5.972753,[191.57405   64.081436  64.83912 ],10.238203,86.8248,0.0,0.0,2.7479696,0.010300736,0.21735148429870607
472955,4371211,101.99121,True,320167,4.3642755,[-268.96255  -36.78407  294.94647],11.916914,88.46337,0.0,0.0,1.604103,0.0068262094,0.272069525718689
473004,4371211,101.978455,True,327938,3.227712,[ 41.2505    16.477081 -14.668781],10.479371,88.16003,0.0,0.0,3.3313036,0.007758203,0.09689035415649415
473055,4371211,100.64099,True,319997,3.1970353,[-118.99992   153.53516   -32.806248],10.769378,87.15697,0.0,0.0,2.7065527,0.008100298,0.11812204122543335
473471,4371211,99.636696,True,321897,8.002631,[-147.85173  122.75209  469.8909 ],10.725894,85.68423,0.0,0.0,3.2178245,0.008752268,0.24869694709777834
473514,4371211,97.503296,True,305143,9.369363,[  26.577269  -96.132744 -253.51277 ],9.598932,84.9562,0.0,0.0,2.9402452,0.007921483,0.3186592340469361
473676,4371211,95.31851,True,301725,4.2406363,[ 141.1369  -418.31915 -336.81128],9.957806,82.88385,0.0,0.0,2.4664235,0.010435211,0.17193464040756226
473753,4371211,82.54786,True,263581,5.7082906,[ 129.04335   -31.560257 -164.48213 ],9.181659,71.19699,0.0,0.0,2.1624348,0.006769707,0.2639751434326172
473898,4371211,98.99408,True,316055,7.026308,[-53.57549    63.91985     4.4742227],10.246221,85.49564,0.0,0.0,3.2442677,0.00794108,0.21657609939575195
474061,4371211,100.86152,True,310405,2.3108077,[ -70.58633 -263.34015  482.30008],9.666093,88.3754,0.0,0.0,2.8086557,0.011374618,0.08227450847625734
474127,4371211,108.295364,True,324471,2.661423,[  2.9650357 456.0226     14.099102 ],6.876776,97.01819,0.0,0.0,4.386953,0.013441128,0.06066677570343018
474271,4371211,95.81887,True,312954,2.206304,[ 61.49604 121.35133 348.77304],11.019933,81.93792,0.0,0.0,2.8559067,0.0051104147,0.07725406885147096
474377,4371211,106.661705,True,310525,2.969553,[-130.81622  153.26955 -154.85011],7.81812,95.74616,0.0,0.0,3.0856833,0.011735918,0.09623647928237916
474505,4371211,114.3702,True,318686,1.488698,[-249.29422 -169.6087    71.22833],6.7655787,104.50524,0.0,0.0,3.0846453,0.014734557,0.04826156198978424
474569,4371211,82.3312,True,248465,1.5654651,[-127.03873  209.69937  170.02145],6.564116,73.22536,0.0,0.0,2.5310702,0.010657014,0.061849927902221685
474623,4371211,97.064674,True,309761,3.3088958,[-286.35806   104.04095    -8.922141],9.48945,84.030495,0.0,0.0,3.5338056,0.010924078,0.09363548159599305
474674,4371211,85.33912,True,276045,3.692791,[-118.215225   -6.956973 -149.54813 ],11.189194,72.77792,0.0,0.0,1.3693488,0.002653339,0.26967496871948243
474813,4371211,100.200165,True,322995,6.344844,[-135.06593  -28.51777  118.22859],9.465505,86.720146,0.0,0.0,4.00582,0.008695366,0.15839064121246338
474860,4371211,95.831474,True,305477,2.028024,[-119.34111  -653.74493    57.302723],11.11906,82.787285,0.0,0.0,1.9144117,0.010718003,0.1059345841407776
474918,4371211,100.427155,True,320213,5.719466,[ 92.11139  58.79603 522.45264],10.504975,86.82935,0.0,0.0,3.0824113,0.010414847,0.18555169105529787
474979,4371211,83.95482,True,276614,3.0624583,[-172.61787 -248.71812 -755.6868 ],9.056695,71.87497,0.0,0.0,3.0137546,0.00940118,0.10161604881286622
475020,4371211,102.27479,True,320897,2.8249528,[222.86287   20.033533 207.2368  ],9.351324,89.592316,0.0,0.0,3.322311,0.008835638,0.08502975702285767
475440,4371211,84.89203,True,266189,4.1462374,[  42.33555    21.230736 -142.14847 ],9.550026,73.633354,0.0,0.0,1.7030792,0.005562469,0.2434553384780884
475656,4371211,96.62559,True,303739,4.1639433,[-320.8261  -117.42283 -487.25552],8.604353,84.70139,0.0,0.0,3.309761,0.010086041,0.1258079767227173
475722,4371211,91.16208,True,285467,1.7531761,[ 192.91942 -329.577   -232.13866],8.595206,79.51167,0.0,0.0,3.0443654,0.010838106,0.057587569952011114
475906,4371211,104.2738,True,325117,5.7732234,[-58.93135   21.769238  69.037186],10.347833,91.07415,0.0,0.0,2.845265,0.006554127,0.20290634632110596
476005,4371211,61.79342,True,194045,3.44609,[  55.335686 -233.41461  -150.84315 ],5.8999453,53.80625,0.0,0.0,2.0824363,0.004786671,0.16548357009887696
476044,4371211,81.369934,True,260574,0.8816227,[  39.348568 -184.55386   279.70264 ],11.855027,69.13628,0.0,0.0,0.3765002,0.00213066,0.23416261672973634
476295,4371211,85.91156,True,270591,2.0585754,[-518.7645    -16.042116 -155.84958 ],8.961399,74.873024,0.0,0.0,2.067322,0.009813161,0.09957690834999085
476362,4371211,74.845116,True,249380,2.1310105,[  81.22776   -82.572075 -479.38123 ],8.928854,63.417725,0.0,0.0,2.4941335,0.0044054566,0.0854409158229828
476487,4371211,100.99403,True,317522,1.4815086,[ 338.58588 -115.39446  108.97034],10.285871,87.65951,0.0,0.0,3.0413725,0.0072829644,0.048711842298507696
476745,4371211,78.351006,True,249913,4.2384562,[-83.311844 -91.66673  -52.15244 ],8.99537,67.57152,0.0,0.0,1.7791374,0.0049763224,0.2382309675216675
476944,4371211,61.865402,True,192426,2.2153928,[ 89.70577 187.81929  60.41154],7.326097,53.499367,0.0,0.0,1.0374631,0.002474872,0.2135394334793091
476997,4371211,98.89162,True,324757,3.5820036,[-176.92223  485.50076 -375.7841 ],9.648066,85.10585,0.0,0.0,4.128996,0.00870963,0.08675241470336914
477031,4371211,91.58867,True,280640,1.3746042,[   6.2985215 -209.55853      6.6120076],7.2917914,81.08755,0.0,0.0,3.1979003,0.011430567,0.042984586954116825
477089,4371211,87.10077,True,284551,4.645663,[-117.858406    8.311931  134.39041 ],8.045676,75.33613,0.0,0.0,3.7096891,0.009271041,0.12523051500320434
477290,4371211,53.39107,True,171062,0.9928766,[-292.86118 -199.2715    96.94075],7.499045,45.479946,0.0,0.0,0.41017044,0.0019104449,0.24206440448760988
477378,4371211,89.65298,True,300630,2.0118573,[268.70645 318.573   187.54192],10.067364,76.36649,0.0,0.0,3.208362,0.010761619,0.06270667910575867
477564,4371211,98.2513,True,313269,7.2902846,[-65.9816   90.00962  73.46766],11.155706,84.934456,0.0,0.0,2.1511245,0.010003233,0.33890576362609864
477677,4371211,93.748276,True,289801,5.4057064,[160.09639 -91.57171 226.41832],9.80234,81.99404,0.0,0.0,1.9474814,0.004415223,0.27757422924041747
477745,4371211,93.27914,True,300683,3.5117686,[-231.99232    95.002975   24.767166],10.387795,80.4303,0.0,0.0,2.4510937,0.009950961,0.14327353239059448
